level,document_id,article,question_1,options_1,question_2,options_2,auth1,auth2,auth1 == auth2,turker_motivation,Turker,All agree,All agree (BOOL)
high,high3864.txt,"Long after the 1998 World Cup was won, disappointed fans were still cursing the disputed refereeing decisions that denied victory to their team. A researcher was appointed to study the performance of some top referees.
The researcher organized an experimental tournament involving four youth teams. Each match lasted an hour, divided into three periods of 20 minutes during which different referees were in charge.
Observers noted down the referees' errors, of which there were 61 over the tournament. Converted to a standard match of 90 minutes, each referee made almost 23 mistakes, a remarkably high number.
The researcher then studied the videotapes to analyse the matches in detail. Surprisingly, he found that errors were more likely when the referees were close to the incident. When the officials got it right, they were, on average, 17 meters away from the action. The average distance in the case of errors was 12 meters. The research shows the optimum   distance is about 20 meters.
There also seemed to be an optimum speed. Correct decisions came when the referees were moving at a speed of about 2 meters per second. The average speed for errors was 4 meters per second.
If FIFA, football's international ruling body, wants to improve the standard of refereeing at the next World Cup, it should encourage referees to keep their eyes on the action from a distance, rather than rushing to keep up with the ball, the researcher argues.
He also says that FIFA's insistence that referees should retire at age 45 may be misguided. If keeping up with the action is not so important, their physical condition is less critical.",The number of refereeing errors in the experimental matches was   _  .,"['slightly above average', 'higher than in the 1998 World Cup', 'quite unexpected', 'as high as in a standard match']","The word ""officials"" (Para. 4) most probably refers to   _  .","['the researchers involved in the experiment', 'the inspectors of the football tournament', 'the referees of the football tournament', 'the observers at the site of the experiment']",1,1,True,Question 2 is more difficult because it involves thinking and external information.,2,0,False
high,high4104.txt,"In 1947 a group of famous people from the art world headed by an Austrian conductor decided to hold an intemational festival of music,dance and theatre in Edinburgh. The idea was to reunite Europe after the Second World War.
At the same time, the ""Fringe"" appeared as a challenge to the official festival.Eight theatre groups turned up uninvited in 1947,in the belief that everyone should have the right to perform,and they did so in a public house disused for years.
Soon,groups of studentsfirstly from Edinburgh University, and later from the universities of Oxford and Cambridge,Durham and Birmingham were making the journey to the Scottish capital each summer to perform theatre by little-known writers of plays in small church halls to the people of Edinburgh.
Today the ""Fringe"",once less recognized, has far outgrown the festival with around 1,500 performances of theatre,music and dance on every one of the 21 days it lasts. And yet as early as 1959,with only 19 theatre groups performing,some said it was getting too big.
A paid administrator was first employed only in 1971, and today there are eight administrators working all year round and the number rises to 150 during August itself. In 2004 there were 200 places housing 1,695 shows by over 600 different groups from 50 different countries. More than 1,25 million tickets were sold.",Point was the purpose of Edinburgh Festival at he beginning?,"['To bring Europe together again.', 'To honor heroes of World War 11.', 'To introduce young theatre groups.', 'To attract great artists from Europe.']",We may learn from the text that Edinburgh Festival.,"['has become a non-official event', 'has gone beyond an art festival', 'gives shows all year round', 'keeps growing rapidly']",2,2,True,Question 1 is more difficult because it doesn't make sense.,1,0,False
high,high4425.txt,"I have only once been in trouble with the law.The whole process of being arrested and taken to court was a rather unpleasant experience at the time, but it makes a good story now. What makes it rather disturbing was the arbitrary circumstances both of my arrest and my subsequent   fate in court.
It happened in February about twelve years ago.I had left school a couple of months before that and was not due to go to university until the following October.I was still living at home at the time.
One morning I was in Richmond, a suburb of London near where I lived.I was looking for a temporary job so that I could save up some money to go traveling.As it was a fine day and I was in no hurry, I was taking my time, looking in shop windows, strolling in the park, and sometimes just stopping and looking around me.It must have been this obvious aimlessness that led to my downfall.
It was about half past eleven when it happened.I was just walking out of the local library, having unsuccessfully sought employment there, when I saw a man walking across the road with the obvious intention of talking to me.I thought he was going to ask me the time.Instead, he said he was a police officer and he was arresting me.At first I thought it was some kind of joke
But then another policeman appeared, this time in uniform, and I was left in no doubt.
'But what for?"" I asked
'Wandering with intent to commit an arrestable offence,' he said.
'What offence?' I asked
'Theft,' he said
'Theft of what?'I asked
'Milk bottles,' he said, and with a perfectly straight face too!
'Oh,' I said.
It turned out there had been a lot of petty thefts in the area, particularly that of stealing milk bottles from doorsteps.
Then I made my big mistake.At the time I was nineteen, had long untidy hair, and regarded myself as pan of the sixties' 'youth counterculture'.As a result, I wanted to appear cool and unconcerned with the incident, so I said, 'How long have you been following me?  in the most casual and conversational tone I could manage.I thus appeared to them to be quite familiar with this sort of situation, and it confirmed them in their belief that I was a thoroughly disreputable   character.
A few minutes later a police car arrived.
'Get in the back,' they said.'Put your hands on the back of the front seat and don't move them.'
They got in on either side of me.It wasn't funny any more.
At the police station they questioned me for several hours.I continued to try to look worldly and familiar with the situation.When they asked me what I had been doing, I told them I'd been looking for a job.'Aha,' I could see them thinking, 'unemployed'.
Eventually, I was officially charged and told to report to Richmond Magistrates' Court the following Monday.Then they let me go.
I wanted to conduct my own defense in court, but as soon as my father found out what had happened, he hired a very good solicitor  .We went along that Monday armed with all kinds of witnesses, including my English teacher from school as a character witness.But he was never called on to give evidence.My 'trial' didn't get that far.The magistrate   dismissed the case after fifteen minutes.1 was free.The poor police had never stood a chance.The solicitor even succeeded in getting costs awarded against the police.
And so I do not have a criminal record.But what was most shocking at the time was the things my release from the charge so clearly depended on.I had the 'right' accent, respectable middle-class parents in court, reliable witnesses, and I could obviously afford a very good solicitor.Given the obscure nature of the charge.I feel sure that if I had come from a different background, and had really been unemployed, there is every chance that I would have been found guilty.While asking for costs to be awarded, my solicitor's case quite obviously revolved   around the fact that I had a 'brilliant academic record'.
Meanwhile, just outside the courtroom, one of the policemen who had arrested me was gloomily complaining to my mother that another youngster had been turned against the police. 'You could have been a bit more helpful when we arrested you,' he said to me reproachfully  .
What did he mean? Probably that I should have looked outraged  and said something like, 'Look here, do you know who you're talking to? I am a highly successful student with a brilliant academic record.How dare you arrest me!' Then they, probably, would have apologized perhaps even taken off their caps, and let me on my way.",The first man who came up to him was   _  .,"['a uniformed policeman', 'a policeman in plainclothes', 'not a policeman', 'a good joker']","In the opinion of one of the policeman who had arrested the author, the whole thing might not have occurred if   _  .","['he had protested strongly at the time', 'he had begged to be allowed to go home', ""he hadn't wandered aimlessly"", 'he had tried to look cool']",1,2,False,"Question 2 requires you to examine the thinking and rationale of a person, while Question 1 merely asks for a simple fact from the content.",2,0,False
high,high5274.txt,"The Queen's English is now sounding less upper-class, a scientific study of the Queen's Christmas broadcasts has found. Researchers have studied each of her messages to the Commonwealth countries since 1952 to find out the change in her pronunciation from the noble Upper Received to the Standard Received.
Jonathan Harrington, a professor at Germany's University of Munich, wanted to discover whether accent changes recorded over the past half century would take place within one person. ""As far as I know, there just is nobody else for whom there is this sort of broadcast records,"" he said.
He said the noble way of pronouncing vowels  had gradually lost ground as the noble upper-class accent over the past years. ""Her accent sounds slightly less noble than it did 50 years ago. But these are very, very small and slow changes that we don't notice from year to year.""
""We may be able to relate it to changes in the social classes,"" he told The Daily Telegraph, a British  newspaper. ""In 1952 she would have been heard saying 'thet men in the bleck het'. Now it would be 'that man in the black hat'. Similarly, she would have spoken of 'the citay' and'dutay', rather than 'citee' and 'dutee', and 'hame' rather than 'home'. In the 1950s she would have been 'lorst', but by the 1970s 'lost'.""
The Queen's broadcast is a personal message to the Commonwealth countries. Each Christmas, the 10-minute broadcast is put on TV at 3 pm in Britain as many families are recovering from their traditional turkey lunch .
The results were published  in the Journal of Phonetics.",The Queen's broadcasts were chosen for the study mainly because  _  .,"['she has been Queen for many years', 'she has a less upper-class accent now', 'her speeches have been recorded for 50 years', 'her speeches are familiar to many people']",Which of the following is an example of a less noble accent in English?,"['""Dutay"".', '""Hame"".', '""Citee"".', '""Lorst"".']",2,2,True,Question 1 is more difficult because the explanation given in the article is burried under a bit of additional information which makes it somewhat harder to immediatly see and understand.,1,0,False
high,high6034.txt,"John Blanchard stood up from the bench, straightened his Army uniform, and studied the crowd of people making their way through Grand Central Station. He looked for the girl whose heart he knew, but whose face he didn't, the girl with the rose.
His interest in her had begun thirteen months before in a Florida library. Taking a book off the shelf he found himself intrigued, not with the words of the book, but with the notes penciled in the margin. The soft handwriting reflected a thoughtful soul and insightful mind. In the front of the book, he discovered the previous owner's name, Miss Hollis Maynell. With time and effort he located her address. She lived in New York City. He wrote her a letter introducing himself and inviting her to correspond. The next day he was shipped overseas for service in World War II.
During the next year and one month the two grew to know each other through the mail. Each letter was a seed falling on a fertile heart. A romance was starting Blanchard requested a photograph, but she refused. She felt that if he really cared, it wouldn't matter what she looked like.
When the day finally came for him to return from Europe, they scheduled their first meeting --7:00 PM at the Grand Central Station in New York. ""You'll recognize me,"" she wrote, ""by the red rose I'll be wearing on my lapel."" So at 7:00 he was in the station looking for a girl whose heart he loved, but whose face he'd never seen.
I'll let Mr. Blanchard tell you what happened: A young woman was coming toward me, her figure long and slim. Her blonde hair lay back in curls from her delicate ears; her eyes were blue as flowers. Her lips and chin had a gentle firmness, and in her pale green suit she was like springtime come alive. I stared at her, entirely forgetting to notice that she was not wearing a rose. As I moved, a small, attractive smile curved her lips. ""Going my way , sailor?"" she murmured.
Almost uncontrollably I made one step closer to her, and then I saw Hollis Maynell. She was standing almost directly behind the girl. A woman well past 40, she had graying hair tucked under a worn hat. She was more than plump, her thick-ankled feet thrust into low-heeled shoes. The girl in the green suit was walking quickly away. I felt as though I was split in two, so keen was my desire to follow her, and yet so deep was my longing for the woman whose spirit had truly companioned me and upheld my own.
And there she stood. Her pale, plump face was gentle and sensible, her gray eyes had a warm and kindly twinkle. I did not hesitate. My fingers gripped the small worn blue leather copy of the book that was to identify me to her.
This would not be love, but it would be something precious, something perhaps even better than love, a friendship for which I had been and must ever be grateful. I squared my shoulders and saluted and held out the book to the woman, even though while I spoke I felt choked by the bitterness of my disappointment.  ""I'm Lieutenant John Blanchard, and you must be Miss Maynell. I am so glad you could meet me; may I take you to dinner?""
The woman's face broadened into a tolerant smile. ""I don't know what this is about, son,"" she answered, ""but the young lady in the green suit who just went by, she begged me to wear this rose on my coat. And she said if you were to ask me out to dinner, I should go and tell you that she is waiting for you in the big restaurant across the street. She said it was some kind of test!""
It's not difficult to understand and admire Miss Maynell's wisdom. The true nature of a heart is seen in its response to the unattractive. ""Tell me whom you love,"" Houssaye wrote, ""And I will tell you who you are. """,Hollis refused to send Blanchard a photo because  _  .,"['she was only a middle - aged woman', ""she wasn't confident about her appearance"", 'she thought true love is beyond appearance', 'she had never taken any photo before they knew']",What was the real Miss Hollis Maynell like?,"['She was a plump woman with graying hair.', 'She was a slightly fat girl, with blonde hair.', 'She was a middle - aged woman in her forties.', 'She was a young, pretty girl wearing a green suit.']",2,2,True,"Question 1 requires you to think about the motivation behind an action, while Question 2 merely asks for a physical description, based on its answer choices.",1,0,False
high,high6129.txt,"There has been much discussion recently about reducing the weight of English in China's high-stake tests such as the national college entrance examination. It is argued by some applauding the recent change to reduce the importance of English in tests so that it will lead students to focus more on learning Chinese. The TV program Writing in Chinese has exposed the problem that students and the general public cannot write in Chinese as they used to do.
Some blame the design of the curriculum for giving English an equal or greater amount of emphasis, which might have contributed to the failure in teaching Chinese. But this is probably not a fair accusation since children in English speaking countries cannot spell either.
I doubt that studying English in itself hurts the study of Chinese. In fact, high achievers in English or another foreign language are more likely to be high achievers in Chinese. It has been proved many times in recent Chinese history that those capable of using a foreign language are also masters in their mother tongue. Qian Zhongshu, Lu Xun and Lin Yutang are just a few examples.
Another trend of thought for curriculum reform is related to the perception of ""worth"". It is true that English is one of the subjects that students do spend too much time on, with pitiful results. This makes some doubt if it is worth giving it priority. But this is not a sound argument either as students still need to study things that matter more to their future in spite of challenges learning English presents to them.
Improvements in Chinese language education should not be achieved by sacrificing another important subject. There should be a robust  foreign language education program, as a foreign language improves a student's future job prospects. Bashing  English education as a waste of time or using it as a goat for failures in Chinese education are both harmful tendencies.
To be constructive, we ought to start a dialogue on ways to make improvements in learning outcomes so that students' time learning English is spent more effectively. There are a few things that could improve English education, such as assessment design,learner motivation and teaching style,
I am sure there are many other areas where changes can greatly improve the effectiveness and efficiency of English learning. The public discourse at present is a little oversimplified. People are arguing for or against English having less weight in major tests, when the dialogue should be taken a step further, to the improvement of learning or teaching methods that may benefit the teaching of other subjects as well, Chinese included.","According to the passage, which of the following statements is right?","['The TV program Writing in Chinese is very popular at present.', 'Good results of learning English are not worth so much time.', 'Some are in favor of attaching less importance to English in exams.', 'Sacrificing English can improve Chinese language education.']",Which of the following can best serve as the title of the passage?,"['English education is still important in China.', 'Chinese education is more important in China.', 'English contributes to the failure in teaching Chinese', 'Ways to make improvements in learning Chinese.']",2,2,True,Question 2 is more difficult because it is vague and ambiguous.,2,1,True
high,high6512.txt,"Researchers in the psychology department at the University of California at Los Angeles (UCLA) have discovered a major difference in the way men and women respond to stress. This difference may explain why men are more likely to suffer from stress-related disorders.
Until now, psychological research has maintained that both men and women have the same ""fight-or-flight"" reaction to stress. In other words, individuals either react with aggressive behavior, such as verbal or physical conflict (""fight""), or they react by withdrawing from the stressful situation (""flight""). However, the UCLA research team found that men and women have quite different biological and behavioral responses to stress. While men often react to stress in the fight-or-flight response, women often have another kind of reaction which could be called ""tend and befriend."" That is, they often react to stressful conditions by protecting and nurturing their young (""tend""), and by looking for social contact and support from others - especially other females ('befriend"").
Scientists have long known that in the fight-or- flight reaction to stress, an important role is played by certain hormones  released by the body. The UCLA research team suggests that the female tend-or-befriend response is also based on a hormone. This hormone, called oxytocin, has been studied in the context of childbirth, but now it is being studied for its role in the response of both men and women to stress. The principal investigator, Dr. Shelley E. Taylor, explained that ""animals and people with high levels of oxytocin are calmer, more relaxed, more  social, and less anxious."" While men also secrete oxytocin, its effects are reduced by male hormones.
In terms of everyday behavior, the UCLA study found that women are far more likely than men to seek social contact when they are feeling stressed. They may phone relatives or friends, or ask directions if they are lost.
The study also showed how fathers and mothers responded differently when they came home to their family after a stressful day at work. The typical father wanted to be left alone to enjoy some peace and quiet. For a typical mother, coping with a bad day at work meant focusing her attention on her children and their needs.
The differences in responding to stress may explain the fact that women have lower frequency of stress-related disorders such as high blood pressure or aggressive behavior. The tend-and-befriend regulatory  system may protect women against stress, and this may explain why women on average live longer than men.",What can be learned from the passage?,"[""Male hormones help build up the body's resistance to stress."", 'In a family a mother cares more about children than a father does.', 'Biological differences lead to different behavioral responses to stress.', 'The UCLA study was designed to confirm previous research findings.']",Which of the following might be the best title of the passage?,"['How men and women get over stress', 'How men and women suffer from stress', 'How researchers overcome stress problems', 'How researchers handle stress-related disorders']",1,1,True,Question 2 is more difficult because it doesn't have a direct answer and involves inventing one.,2,0,False
high,high7203.txt,"Here is some must-know information from a handbook on how people behave in doing business in some countries.
In Brazil 
Brazilians are warm and friendly.They often stand close when talking and it is common for them to touch the person on the shoulder.People often greet each other (particularly women)with light cheek kisses . Schedules tend to be flexible,with business meetings sometimes starting later than planned.But to be safe,be on time.Meals can stretch for hours--there's no such thing as rushing a meal in Brazil.Lunches also can start in the mid to late afternoon.Brazilians are social,preferring face-to-face communication over emails or phone calls.
In Singapore
Singaporeans shake hands when they meet and often also greet each other with a small,polite bow.Business cards should be offered and received with two hands.Arriving late is considered disrespectful.So be on time.Efficiency is the goal,so meetings and dealings often are fast-paced.Singaporeans are direct in their discussions,even when the subject is about money.Rank is important and authority is respected.This determines how people interact in meetings.For example,people avoid disagreeing outright with someone of a higher rank.
In the United Arab Emirates
In the UAE,status  is important,so the most senior or oldest should be greeted first with their titles.The handshake seems to be longer than elsewhere.So do not pull away from the handshake.Women should cover themselves when it comes to dress.Men also tend to be covered from neck to elbows and down to the knees.People do not avoid entertaining in their homes, but they also hold business meals at restaurants.Touching or passing food or eating with your left hand is to be avoided.When meetings are one-to-one, if your host offers you coffee,you should refuse.It might seem odd,but it is a cultural tradition.Coffee should only be accepted if it is already set out or presented.
In Switzerland
The Swiss tend to be formal and address each other by last name.They also are respectful of private lives.You should be careful not to ask about personal topics.Punctuality is vital,something that comes from a deep respect for others' time.Arrive at any meeting or event a few minutes early to be safe.They also have clear structure in their companies.Higher-ups make the final decisions,even if others might disagree.Neat,clean dress is expected.The Swiss follow formal table manners.They also keep their hands visible at the table and their elbows off the table.It is polite to finish the food on your plate.",The passage is mainly about  _  .,"['communication types', 'the workplace atmosphere', 'customs and social manners', '1iving conditions and standards']",In which country do people care about where to put their hands at the dinner table?,"['In Brazil.', 'In Singapore.', 'In the United Arab Emirate.', 'In Switzerland.']",2,2,True,Question 1 is more difficult because question 2 is easy and direct.,1,0,False
high,high785.txt,"For the first time in Hong Kong's history, an entertainer has been written into middle school textbooks. He is considered one of the best actors in Hong Kong. Yes, he is Chow Yun-fat.
The example of his long hard struggle for success has been used in a chapter in a Hong Kong middle school textbook. Using his experience, students can learn to make the most of their time and to grab every opportunity to succeed.
On hearing about this, Chow said happily, ""I really hope that my experiences can make young people understand that one should not be afraid of difficulties and setbacks  , for they are the only way to success.""
Indeed, Chow has travelled a long and difficult path to reach his success. In 1955, he was born into a poor family in Hong Kong. When he was 17, he had to leave school. He worked in a number of jobs--as a postman, camera salesman and taxi driver. These experiences paved   the way for him to play all kinds of roles later in life.
Chow broke into the film industry in the late 1970s. He was one of the hardest working actors and starred in a number of popular TV dramas and films including ""Shanghai Bund""(<<>> ) and ""A Better Tomorrow"". Since 1985, he has won many awards including Taiwan's Golden Horse Awards and Hong Kong Film Awards.
In 1995, he went to Hollywood. Although he was already over 40, he had to learn English. _ His film, ""Crouching Tiger, Hidden Dragon"", began to gain him more fame and recognition around the world. In 1998, the mayor of Chicago set aside January 12 as ""Chow Yun-fat Day"".",Chow felt   _   when he learned that he had been written into middle school textbooks.,"['surprised', 'shy', 'sad', 'happy']",What can we infer from the passage?,"['Chow Yun-fat is proud of his success.', 'Chow Yun-fat prefers to make a living by selling cameras rather than by performing.', 'Chow Yun-fat has won more awards than other actors.', 'Chow Yun-fat is popular both at home and abroad.']",2,2,True,"Question 2 is more difficult since it requires an inference, so the answer isn't stated outright; Question 1 is easier just because the answer can be guessed, but it's not a good question.",2,1,True
high,high8631.txt,"Throughout the world, clothing has many uses. It is used to provide protection from cold. It is also worn to prevent others from seeing specific parts of one's body. However, the parts of the body that must be covered vary widely throughout the world. Some clothing is worn to provide supernatural protection. Wearing a lucky shirt to take an exam is calling for supernatural assistance.
People in all cultures use clothing and other forms of bodily decoration to communicate status , intentions and other messages. In North America, we dress differently for business and various leisure activities. North American women usually are much more knowledgeable of little difference in messages communicated by clothes than men. At times, this leads to silly mistakes of understanding of female intentions on the part of men. Of course, clothing styles also are intended to communicate messages to members of the same gender .
Long before we are near enough to talk to someone, their appearance tells their gender, age, economic class, and often even intentions. We begin to recognize the important cultural clues at an early age. The vocabulary of dress that we learn includes not only items of clothing but also hairstyles, jewelry, and other body decoration. In most cultures, however, the same style of dress communicates different messages depending on the age, gender, and physical appearance of the individual wearing it.
Putting on certain types of clothing can change your behavior and the behavior of others towards you. This can be the case with a doctor's white lab coat, or an army uniform. Most uniforms are clearly symbolic so that they can rapidly and unmistakably communicate status. For instance, the strange hairstyle and clothing of the English ""punks"" are essential aspects of their uniforms.
There are many forms of body decoration other than clothes that are used around the world to send messages. These include body and hair paint, and even body deformation. When doctors put braces on teeth, they are actually doing the same thing - deforming or reforming a part of the body to make it more attractive.","According to the passage, the behavior of others towards you can be changed by your  _  .","['age', 'dress', 'status', 'gender']","From the passage, it can be inferred that  _  .","['clothing plays an important role in social activities', 'words of dress are unable to communicate different messages', 'dress is better than language in communicating messages', 'messages communicated by clothes are the same in different cultures']",2,2,True,"Question 2 is more difficult since it asks for an inference, meaning you need to apply and think beyond the direct, explicit information; Question 1 requires less deep thinking.",2,1,True
high,high8989.txt,"Over the years, Brian Wansink, director of the Food and Brand Lab at Cornell University, has studied such things as how far Americans typically drive to buy food, how many times we refill our plates at all-you-can-eat buffets and how we organize our kitchens. In the mid-2000s he famously coined the phrase ""mindless eating""(and wrote a book by that name) to focus attention on all the bad dietary decisions we make without really thinking about them.
His new book, Slim by Design: Mindless Eating Solutions for Everyday Life, aims to change the design of restaurants, school lunchrooms, office cafeterias and homes so that the mindless choices we make will be more healthful ones. Some examples:
Keep kitchen counters clear. No visible snack food, no bread, no nuts--not even breakfast cereal. In Wansink's research, ""women who had even one box of breakfast cereal that was visible-anywhere in their kitchen--weighed 21 pounds more than their neighbor who didn't.""
Trick yourself into drinking less wine. ""We tend to focus on the height of what we pour and not the width, so we pour 12 percent less wine into taller wineglasses than we pour into wider wineglasses."" And the shape of the glass is not the only variable that affects how much we drink. Wansink writes: ""Because red wine is easier to see than white wine, we pour 9 percent less red wine whenever we pour a glass.""
Wansink said his researchers also found that people ate less at restaurants when sat in well-lighted areas near windows and doors, than in darker areas or in the back. They ate less if they were offered a doggie bag, or to-go box, before they got their meals: apparently the idea of getting a ""free"" second meal outweighed the impulse  to clean their plates. Workers who frequently ate at their desks weighed 15.4 pounds less, on average, than those who didn't. Fruits and vegetables kept on the top shelf of the refrigerator were eaten at higher rates than those on lower shelves.
The point, Wansink says, is to consider findings like those and change your environment or habits. Then you won't have to think about it: You'll just eat less.","According to Wansink, which of the following affects the amount of wine we drink:   _  .","['the shape of wineglasses', 'the color of wineglasses', 'the taste of wine', 'the quality of wine']",What's the main idea of the passage?,"['Changing environment or habits of eating will help you eat less.', 'Eating fruits and vegetables is better for your health.', 'Keeping your kitchen counter clear of any food will help make you thin.', 'Many people eat or drink too much without paying attention to it.']",2,2,True,"Question 2 is more difficult since it requires you to understand the central theme from the collection of individual facts, while Question 1 merely asks about a single fact from the passage.",2,1,True
high,high9107.txt,"Throughout July 1945, the Japanese mainland, from Tokyo on Honshu northward to the coast of Hokkaido, were bombed as if an invasion were about to take place. In fact, something far more threatening was at hand, as the Americans were telling Stalin at Potsdam. 
In 1939 physicists in the United States had learned of experiments in Germany showing the possibility of atomic power and understood the coming damage of an atomic bomb. On August 2, 1939, Albert Einstein warned President Roosevelt of the danger of Nazi Germany's advances in development of the atomic bomb. Eventually, the U.S. Office of Scientific Research Development was created in June 1941 and given combined responsibility with the War Department in the Manhattan Project to develop a nuclear bomb. After four years of research and development efforts, an atomic device was set off on July 16, 1945, in a desert area at Alamogordo, New Mexico, producing an explosive power equal to that of more than 15,000 tons of TNT. Thus, the atomic bomb was born. Truman, the new U.S. president, believed that this terrible object might be used to defeat Japan in a way less costly of U.S. lives than an ordinary invasion of the Japanese homeland. Japan's unsatisfactory reply to the Allies' Potsdam Declaration decided the matter.
On August 6, 1945, an atomic bomb, carried from Tinian Island in the Mariana in a specially equipped B-29 was dropped on Hiroshima, at the southern end of Honshu. The combined heat and explosion destroyed everything in the explosion's immediate neighbourhood , produced fires that burned out almost 4.4 square miles completely, and killed between 70,000 and 80,000 people, in addition to injuring more than 70,000 others. A second bomb dropped on Nagasaki on August 9, killed between 35,000 and 40,000 people, injured a like number and ruined 1.8 square miles.",What is the main idea of the passage?,"['An atomic bomb was dropped on Hiroshima and Nagasaki.', 'After research and development efforts, an atomic bomb was born.', 'An invasion was about to take place with the use of the atomic bomb.', 'The birth and use of the atomic bomb ended the Second World War.']",Albert Einstein warned Roosevelt of   _  .,"[""Nazi Germany' success in making an atomic bomb"", 'the possibility of atomic power from Nazi Germany', ""Japan's unsatisfactory reply to the Allies' Potsdam Declaration"", 'destruction of everything from the explosion of the atomic bomb']",1,1,True,"Question 1 is more difficult because figuring out the main idea requires understanding the theme from the individual sentences, while Question 2 ,merely asks for a fact directly stated in it.",1,1,True
high,high9122.txt,"Individuality is the particular character, or aggregate (total) of qualities that distinguishes one person or thing from others. Many artists late in the last century were in search of a means to express their individuality. Modern dance was one of the ways some of these people sought to free their creative spirit. At the beginning there was no exacting technique, no foundation from which to build. In later years, trial, error and genius founded the techniques and the principles of the movement. Eventually, innovators   even drew from what they considered the dread ballet, but first they had to get rid of all that was academic so that the new could be discovered. The beginnings of modern dance were happening before Isadora Duncan, but she was the first person to bring the new dance to general audiences and see it accepted and acclaimed  .
Her search for a natural movement form sent her to nature. She believed movement should be as natural as the swaying of the trees and the rolling waves of the sea, and should be in harmony with the movements of the Earth. Her great contributions are in three areas.
First, she began the expansion of the kinds of movement that could be used in dance. Before Duncan danced, ballet was the only type of dance performed in concert. In the ballet the feet and legs were emphasized, with virtuosity   shown by complex, codified positions and movements. Duncan performed dance by using her body in the freest possible way. Her dance stemmed from her soul and spirit. She was one of the pioneers who broke tradition so others might be able to develop the art.
Her second contribution lies in dance costume. She rejected ballet shoes and stiff costumes. These were replaced with flowing Grecian   tunes, bare feet, and unbound hair. She believed in the natural body being allowed to move freely, and her dress displayed this ideal.
Her third contribution was in the use of music. In her performances she used the symphonies of great masters including Beethoven and Wagner, which was not the usual custom.
She was as exciting and eccentric   in her personal life as in her dance.","According to the passage, what did nature represent to Isadora Duncan?","['Something to conquer.', 'A model for movement.', 'A place to find peace.', 'A symbol of disorder.']",Which of the following would be the best title for the passage?,"['Artists of the Last Century', 'Evolution of Dance in the 20th Century', 'Natural Movement in Dance', 'A Pioneer in Modern Dance']",2,2,True,Question 1 is more difficult because answering it requires the reader to understand and interpret the character's feelings.,1,0,False
middle,middle1.txt,"Take a class at Dulangkou School, and you'll see lots of things different from other schools, You can see the desks are not in rows and students sit in groups. They put their desks together so they're facing each other. How can they see the blackboard? There are three blackboards on the three walls of the classroom!
The school calls the new way of learning ""Tuantuanzuo"", meaning sitting in groups. Wei Liying, a Junior 3 teacher, said it was to give students more chances to communicate.
Each group has five or six students, according to Wei, and they play different roles .There is a team leader who takes care of the whole group. There is a ""study leader""who makes sure that everyone finishes their homework. And there is a discipline leader who makes sure that nobody chats in class.
Wang Lin is a team leader. The 15-year-old said that having to deal with so many things was tiring.
""I just looked after my own business before,""said Wang. ""But now I have to think about my five group members.""
But Wang has got used to it and can see the benefits now.
""I used to speak too little. But being a team leader means you have to talk a lot. You could even call me an excellent speaker today.""
Zhang Qi, 16, was weak in English. She used to get about 70 in English tests. But in a recent test, Zhang got a grade of more than 80.
""I rarely  asked others when I had problems with my English tests. But now I can ask the team leader or study leader. They are really helpful.""",A discipline leader is supposed to  _  .,"['take care of the whole group', 'make sure that everybody finishes homework', 'make sure that nobody chats in class', 'collect all the homework and hand it in to teachers']",We can see from the story that some students  _  this new way of learning.,"['get benefits from', 'are tired of', 'cannot get used to', 'hate']",2,2,True,Question 1 is more difficult because it is more ambiguous than question 2.,1,0,False
middle,middle118.txt,"The scientists from the Lockheed Space Company   work in Felton, California, with the help of a computer. But the computer is placed in Sunnyside, about 80 kilometers away. What the scientists input is sent by telephone lines to the computer, and after a time, copies of the designs are needed back in Felton as possible. Lockheed people have tried several ways of sending the prints  , but the most effective seems to be by pigeon  . Are pigeons really used to carry messages in these days? They are, and they send the prints faster and cheaper than any other way.
Human   messengers (persons carrying messages) are much more expensive and slower than the pigeons. The road to Felton goes through the mountains, and the driving is not easy. An electronic printout system  could do the work in Felton, but at a cost of 10 dollars a print. Pigeons carry the designs for about 1 dollar each.
Now Lockheed people have ten pigeon messengers. The pigeons do the work, and they have made Lockheed more famous. You can often read the news about the pigeons in the newspapers around the world.",This story is unusual because pigeons_.,"[""don't like carrying things"", 'are often cheap to keep', 'seem out of place in the space age', ""aren't friendly to the scientists""]",Which happened first?,"['Pigeons were used as messengers.', 'Human messengers were used.', 'What the scientists input was sent to the computer.', 'Scientists got their designs.']",2,2,True,Question 1 is more difficult because it is less clear than the obvious answer for question 2.,1,0,False
